6779445019347170417,12,8,100209
1593498772600315871,11,11,9960
10232115882465672855,11,7,9960
11309594356706894870,12,12,9981
14420539218417996819,7,9,100129
13445335854041748068,13,13,170141183460469231731687303715884105727
12996241623648058912,13,13,170141183460469231731687303715884105727
14009518954120079486,9,12,9223372036854795837
12239726722864795915,11,11,9960
12637711597163019679,11,11,9960
320905846799769638,13,13,170141183460469231731687303715884105727
336272345450688156,11,7,1112062
9656776756097253571,13,13,170141183460469231731687303715884105727
16483826745695414965,12,12,9223372036854695668
4785950138165225751,9,7,0
16029465713514604181,11,9,10009
14540942604324268253,13,13,170141183460469231731687303715884105727
484002094620363415,12,12,9223372036854695667
3656579282397045421,12,11,0
2376851334607275165,12,12,9223372036854695667
3684602969677912430,11,7,9980
7516508336714897172,13,7,200250
3381895467246687108,12,12,9223372036854695667
18373640035495581858,8,11,100140
8036180958366899473,11,11,9970
238763994861735779,12,8,0
9311671844974940014,13,5,170141183460469231731687303715884105727
7005606486547221954,11,8,100101
9715044518421193974,11,7,110072
1468351374144788056,13,5,170141183460469231731687303715884105727
11149131331616258016,12,12,9223372036854695677
7509159608549144387,12,12,9223372036854695687
18050140193220597104,11,11,9960
16189800956008344247,13,13,170141183460469231731687303715884105727
16855063540346251326,13,5,170141183460469231731687303715884105727
11148929930135459734,12,12,9223372036854795727
7224260967233960098,12,6,9960
7496493259106521813,11,11,9990
17955731859533358722,13,13,170141183460469231731687303715884105727
8934600295942765786,7,10,170141183460469231731687303715884105727
3119988752965089492,11,11,9960
2545418770659903148,5,8,170141183460469231731687303715884105727
17443690824464471244,12,12,9223372036854695667
8947687072994482287,11,7,0
5913517038892347968,13,13,170141183460469231731687303715884105727
8321920952509970700,12,6,9223372036854695667
9164236345456297855,12,12,9223372036854695668
13070437358340311832,10,8,-20
17185098139838785338,13,13,170141183460469231731687303715884105727
17302370170728630825,12,6,9223372036854795787
1042855849162168392,12,6,9223372036854695667
13995549003178157707,13,13,170141183460469231731687303715884105727
9325350831455142643,7,9,170141183460469231731687303715884105727
15015714423431135776,11,7,20
15381562783741533999,13,13,170141183460469231731687303715884105727
13533709440326778219,12,12,9990
6490208039641416366,13,5,170141183460469231731687303715884105727
12465329044351044929,9,11,100129
5294242086120533335,7,8,19
13426127531081853022,12,12,9970
13782318949905779750,8,8,170141183460469231731687303715884105727
8502317885749431132,8,10,170141183460469231731687303715884105727
1814837855574114706,8,10,1110110
18205010547860067847,13,5,170141183460469231731687303715884105727
18127667957339885667,13,5,170141183460469231731687303715884105727
8582579085314708737,13,13,170141183460469231731687303715884105727
3858756732641050435,11,11,0
11383603808219154720,12,12,9223372036854695667
13562404147485094948,13,13,170141183460469231731687303715884105727
4368802735175771958,11,7,100081
11532754079319063883,11,11,9970
10909246516665516315,12,6,9223372036854695657
17484619416792816006,12,7,-10
11565709641913571232,12,12,9223372036854795777
4041714407402176570,10,11,-41
1816704959833598899,12,12,9223372036854695707
13609569979082978244,11,11,9960
12295130006291362777,13,13,170141183460469231731687303715884105727
7674130714560733384,9,6,170141183460469231731687303715884105727
1241221453961138866,12,6,9990
3402302682706166824,9,12,10
8737194797682255505,13,13,170141183460469231731687303715884105727
5979794087995477535,12,12,9223372036854795787
14483161037043180100,13,13,170141183460469231731687303715884105727
7663477100163320501,12,12,9223372036854795757
870967415946713887,12,6,9223372036854695697
12253453095216344067,13,13,170141183460469231731687303715884105727
18321109195787201096,9,10,200120
4353922761160051204,8,10,170141183460469231731687303715884105727
15537742966597078694,12,12,9960
17898121375422249076,11,11,9990
2059870141618285836,12,12,9223372036854695687
4845408783824576546,8,9,10
12392048805681759323,12,12,9223372036854795767
17365914461757648670,13,13,170141183460469231731687303715884105727
16298177854307892280,11,11,-21
1963289381167031514,11,7,-10
12344960758086885108,14,6,170141183460469231731687303715884105727
5019294682981919028,12,6,9223372036854795777
1645435221769274342,10,9,9980
15010014755691646949,13,13,170141183460469231731687303715884105727
6900465472707620002,11,7,9970
17415274610404218016,13,13,170141183460469231731687303715884105727
1371705995264803291,10,7,170141183460469231731687303715884105727
15642365443324247339,11,11,9961
11954679799452566958,11,8,-10
11461158848315639112,12,12,9223372036854695678
8712916519542228528,11,11,-10
10654410494616787074,13,5,170141183460469231731687303715884105727
7910855401348503248,12,12,9223372036854695687
2562837101879141155,7,11,-20
14055984766867014952,8,8,170141183460469231731687303715884105727
10414300497419408158,12,9,10
15283653141493299250,9,11,-1
952724638148296430,11,10,108
311088429458603782,7,11,170141183460469231731687303715884105727
6871782099149130419,12,12,9223372036854695697
9105280841866666601,13,13,170141183460469231731687303715884105727
16086189429289258957,12,12,1100119
3621924237297696812,12,12,9223372036854695667
634326417566701263,13,13,170141183460469231731687303715884105727
3889997710898476946,12,12,9990
14663298985143778824,10,10,-11
6054082594792286044,11,7,9970
15463857977676770117,13,7,1110140
15434840368307102473,12,12,9970
12343935998492789382,13,13,170141183460469231731687303715884105727
1782191445259891739,8,11,-10
1819107265266118850,11,7,170141183460469231731687303715884105727
1501003797482496656,10,11,0
9492660430548132737,11,12,20
669356870655092770,12,12,9223372036854695667
4349535871816077899,11,11,9960
13944059582945950637,13,13,170141183460469231731687303715884105727
8477501918205358607,12,13,1110050
4635813336076573578,12,6,9223372036854795767
3755101123609663504,10,10,-11
1217823520291975993,8,8,9223372036854695667
5627819148259371267,11,11,0
3374223091927275196,13,5,170141183460469231731687303715884105727
11914165485741840146,13,10,170141183460469231731687303715884105727
11906073050751108660,13,13,170141183460469231731687303715884105727
3710828113689607364,13,5,170141183460469231731687303715884105727
4438446431992745122,10,10,-20
2266152323780209037,11,11,0
10816887230391086233,12,12,9223372036854695667
18186121236061203124,12,12,9223372036854695667
12295220198622400010,11,9,90120
8562504244581233878,9,10,-29
17273763572390238698,8,8,9223372036854795797
11229748682022623593,12,12,9223372036854795748
5964954893322862933,12,12,9223372036854695677
10670559168908875147,8,8,170141183460469231731687303715884105727
233953166504823325,12,12,9223372036854785788
13937997496294771523,13,13,170141183460469231731687303715884105727
18038151735064913251,11,11,9970
5592577589174077425,12,12,9223372036854795758
9664789842690942528,11,7,-10
11014771613814608760,12,6,1110070
6907556996717673976,12,12,9223372036854695697
8583451038648719542,13,13,170141183460469231731687303715884105727
12810648923217165144,10,8,9960
13995699400717013964,11,11,9960
3488081732871645812,9,8,1009941
697631665132687680,7,10,20
16167654026825276393,11,7,9970
17131137711796117870,11,8,-10
17939890255698280559,9,7,170141183460469231731687303715884105727
10549415838474819901,12,12,9223372036854695687
7919500838076759911,11,10,170141183460469231731687303715884105727
13056459347673101298,12,12,9223372036854695647
11024747358646569173,11,11,20
8180310842393791018,10,11,10
3620791682545791065,13,5,170141183460469231731687303715884105727
440843612451706554,7,10,19
8606683172568039901,12,12,9223372036854795797
8218386337304909966,13,13,170141183460469231731687303715884105727
15692070027393515964,11,11,-21
5049306053305573536,11,11,9970
258692771767452634,12,10,0
14168403835899214390,12,12,9223372036854695687
4602085742592923524,12,6,9223372036854695687
5483633304075175535,13,13,170141183460469231731687303715884105727
1838693073090675898,11,11,-10
5555437213104281230,10,8,-20
14923570686815484016,9,11,100100
8160935228916582091,12,6,9223372036854695687
12507634490187757822,11,11,9960
1318959026625537531,13,13,170141183460469231731687303715884105727
6071121934011005513,13,13,170141183460469231731687303715884105727
11847082975351375996,11,7,9223372036854695687
8245043767934985679,10,10,-20
16798846199871694384,13,13,170141183460469231731687303715884105727
544611444738212127,10,10,-20
11305515929062239423,12,6,9223372036854795767
4971131121512866674,11,5,20
629226670659985822,8,10,9223372036854695678
602169954317404725,13,5,170141183460469231731687303715884105727
1919871248262724660,12,12,9223372036854695647
5778167512046784267,10,11,110150
1335417260544796225,13,13,170141183460469231731687303715884105727
4046459202327886480,12,12,9223372036854795797
3905580805803074159,12,6,170141183460469231731687303715884105727
8713669167827596729,8,9,-40
8727054349648090816,10,7,0
10082154703578617849,11,6,170141183460469231731687303715884105727
14531575256945426411,6,9,100110
16867634137602674317,11,11,9980
18285544019521758498,11,9,120
10983661882493096972,9,11,11
15933632006729618234,13,5,170141183460469231731687303715884105727
8021449849725264312,13,13,170141183460469231731687303715884105727
2217391886586155407,8,12,0
17621347296556394876,12,12,170141183460469231731687303715884105727
505375517966344578,11,11,9970
15333329857298331177,10,11,-29
6880050510337564562,11,7,9223372036854695687
10014270398721444196,9,10,100110
13946622599153431890,11,10,9941
4899822322261029108,8,11,-50
16244567266632389202,8,10,9970
918657444040192593,13,13,170141183460469231731687303715884105727
2203053463475395259,12,12,10
16261115492746054140,13,13,170141183460469231731687303715884105727
16509791734105575409,13,13,170141183460469231731687303715884105727
922134698642583680,9,10,29
1315158173121273817,11,11,0
12931617584503164862,11,11,9980
2682452780015415402,8,10,-30
7350514349552534479,7,8,-10
13158034045796942437,13,13,170141183460469231731687303715884105727
